nombre_curso,price(USD),cant_suscriptores,cant_opiniones,cant_lecciones,nivel,valoracion,duracion_curso,categoria,Free/Paid,fecha_curso,año
Gibson's Learn & Master Guitar,50.0,103,33,309,Avanzado,3.9000000000000004,38.0,Instrumentos musicales,Paid,2014-10-30,2014
The Piano Chord Ladder | Learn to Play Thousands of Songs,100.0,103,2,11,Principiante,1.1500000000000001,1.0,Instrumentos musicales,Paid,2017-05-31,2017
Instant Harmonica - play Leonard Cohen's Hallelujah now!,40.0,100,15,14,Mixto,2.25,1.5,Instrumentos musicales,Paid,2016-11-20,2016
Learn to improvise on your harmonica - in nice easy steps,35.0,98,1,15,Mixto,3.0,2.0,Instrumentos musicales,Paid,2014-03-16,2014
Master Oboe Playing: Intermediate Instruction Made Simple!,50.0,98,6,73,Intermedio,1.7000000000000002,5.5,Instrumentos musicales,Paid,2015-01-01,2015
Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,70.0,98,18,31,Mixto,5.0,2.5,Instrumentos musicales,Paid,2016-12-13,2016
Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,45.0,98,5,14,Principiante,1.1,2.0,Instrumentos musicales,Paid,2016-02-13,2016
Play Thousands of Songs On The Guitar | Cheater Chords,100.0,97,5,12,Principiante,3.3000000000000003,1.0,Instrumentos musicales,Paid,2017-04-19,2017
Clarinet Pro Series - Fall in love with the Clarinet,50.0,95,3,30,Mixto,0.65,6.0,Instrumentos musicales,Paid,2016-04-08,2016
Piano With Willie: Blues n' Boogie Vol. 2,40.0,95,8,11,Mixto,0.7000000000000001,2.5,Instrumentos musicales,Paid,2016-04-13,2016
Get Piano Skills TODAY!!!,100.0,92,5,71,Mixto,1.5,3.5,Instrumentos musicales,Paid,2014-11-05,2014
Trumpet Pro Series - You're going to love practicing Trumpet,50.0,92,1,25,Mixto,4.45,6.0,Instrumentos musicales,Paid,2016-04-22,2016
Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,50.0,92,3,71,Principiante,4.699999999999999,1.5,Instrumentos musicales,Paid,2014-01-27,2014
"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",50.0,90,2,61,Mixto,0.8999999999999999,2.5,Instrumentos musicales,Paid,2015-04-16,2015
Learn the Violin - Bowing Techniques,80.0,89,6,12,Avanzado,4.8,0.6666666667,Instrumentos musicales,Paid,2016-06-26,2016
Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,150.0,89,7,35,Mixto,3.35,3.0,Instrumentos musicales,Paid,2016-12-26,2016
French Horn Solos: Learn how to Perform Three Fun Pieces!,50.0,88,1,48,Intermedio,0.75,3.0,Instrumentos musicales,Paid,2015-09-24,2015
Didgeridoo - from zero to HERO! Part One - beginning,35.0,87,11,38,Principiante,2.3499999999999996,3.0,Instrumentos musicales,Paid,2016-07-02,2016
Learn Acoustic Guitar for Worship,40.0,86,18,26,Mixto,2.8000000000000003,2.0,Instrumentos musicales,Paid,2017-01-23,2017
Improvise On The Piano In 30 Minutes,40.0,85,8,19,Principiante,4.45,1.5,Instrumentos musicales,Paid,2016-08-18,2016
Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,90.0,85,22,20,Principiante,0.95,2.0,Instrumentos musicales,Paid,2016-08-21,2016
Aprende escalas y arpegios  Vol. I: Modo mayor,50.0,85,2,30,Principiante,3.75,1.5,Instrumentos musicales,Paid,2016-03-31,2016
Beginner Guitar Method,200.0,85,2,23,Mixto,0.2,4.0,Instrumentos musicales,Paid,2012-10-31,2012
Piano With Willie: Blues n' Boogie Vol. 3,40.0,84,4,10,Intermedio,3.9000000000000004,2.5,Instrumentos musicales,Paid,2016-04-13,2016
The art of piano improvisation,20.0,83,4,9,Principiante,1.2,0.6666666667,Instrumentos musicales,Paid,2014-09-19,2014
Funk Rhythm Guitar Techniques,35.0,82,6,7,Principiante,2.55,1.5,Instrumentos musicales,Paid,2016-02-17,2016
Easy Guitar Songwriting And Harmony,20.0,82,3,62,Principiante,3.7,3.5,Instrumentos musicales,Paid,2017-03-14,2017
Learn Oud 2,20.0,81,11,27,Intermedio,0.25,3.0,Instrumentos musicales,Paid,2015-09-10,2015
Instant Harmonica - play Dylan's Blowing in the Wind today!,20.0,81,5,14,Principiante,3.8,1.0,Instrumentos musicales,Paid,2016-01-12,2016
Instant Harmonica - play Summertime in 8 fun & easy lessons,40.0,81,7,11,Principiante,0.8999999999999999,1.0,Instrumentos musicales,Paid,2015-08-19,2015
Total beginner to intermediate guitar - Learn to play by ear,45.0,80,4,112,Intermedio,0.15,3.0,Instrumentos musicales,Paid,2015-10-16,2015
Pure Rock Guitar : Play Like the Gods of Rock!,45.0,80,5,24,Mixto,2.75,4.5,Instrumentos musicales,Paid,2016-07-29,2016
Killer Harmonica sounds using the tongue and bending notes,35.0,80,2,16,Principiante,4.699999999999999,2.0,Instrumentos musicales,Paid,2014-03-17,2014
How to play easy tunes on the harmonica - just the basics,35.0,79,3,15,Mixto,4.0,1.5,Instrumentos musicales,Paid,2014-02-25,2014
Slap Bass For Beginners,50.0,79,3,25,Principiante,4.699999999999999,1.5,Instrumentos musicales,Paid,2016-06-23,2016
Blues Accelerator - 21 Days to Blues Guitar Mastery,50.0,78,6,45,Mixto,1.5,7.0,Instrumentos musicales,Paid,2014-01-16,2014
How to Sing and Play the Guitar (at the same time),20.0,78,8,24,Intermedio,0.55,1.5,Instrumentos musicales,Paid,2016-07-18,2016
Mastering the Art of Guitar Chords,20.0,78,0,18,Principiante,0.55,1.5,Instrumentos musicales,Paid,2013-11-18,2013
Fingerstyle Guitar by Jacques Stotzem - Advanced Level,30.0,77,4,14,Mixto,0.55,2.0,Instrumentos musicales,Paid,2015-10-13,2015
Piano With Willie: Basics of Improvisation,40.0,76,4,23,Mixto,0.55,3.5,Instrumentos musicales,Paid,2016-04-13,2016
Learn To Play Guitar Complete Beginners Quick Start,20.0,75,0,11,Principiante,0.55,1.0,Instrumentos musicales,Paid,2013-10-16,2013
Fingerpicking Fundamentals,20.0,75,7,22,Principiante,0.55,1.5,Instrumentos musicales,Paid,2015-11-01,2015
Add Slide To Your Guitar Playing,20.0,75,2,27,Intermedio,0.55,0.7333333333,Instrumentos musicales,Paid,2014-05-28,2014
Guitar Lessons - Sweep Picking Arpeggio Essentials,35.0,74,6,13,Mixto,0.55,1.5,Instrumentos musicales,Paid,2016-02-15,2016
Learn to play tunes by ear on harmonica - no written music,35.0,73,3,15,Mixto,0.55,2.0,Instrumentos musicales,Paid,2014-03-23,2014
Cajon Step-by-Step: Beginner > Intermediate > Advanced,35.0,73,9,45,Intermedio,0.55,3.0,Instrumentos musicales,Paid,2017-02-13,2017
Play tunes on harmonica and learn how to bend some notes,35.0,73,2,16,Principiante,0.55,2.0,Instrumentos musicales,Paid,2014-03-09,2014
Aprendiendo Piano: Tocando piezas populares Vol.II,100.0,72,2,24,Principiante,0.55,1.5,Instrumentos musicales,Paid,2016-03-31,2016
Starting to play the blues on your harmonica in easy steps,35.0,71,3,16,Mixto,0.55,2.0,Instrumentos musicales,Paid,2014-03-01,2014
Tenor Banjo,40.0,70,6,18,Mixto,0.55,1.0,Instrumentos musicales,Paid,2015-06-17,2015
Drum Lessons For Beginners,50.0,70,2,17,Mixto,0.55,1.5,Instrumentos musicales,Paid,2014-05-17,2014
こどもギターレッスン　リトルギタリストⅠ,20.0,69,1,53,Principiante,0.55,3.0,Instrumentos musicales,Paid,2015-11-07,2015
Master the French Horn: Intermediate Instruction Made Simple,50.0,68,8,126,Principiante,0.55,7.5,Instrumentos musicales,Paid,2014-10-29,2014
World Percussion: Complete Lessons for Everyone,40.0,68,9,56,Intermedio,0.55,4.0,Instrumentos musicales,Paid,2016-11-14,2016
Piano With A Pro,25.0,66,6,38,Mixto,0.55,2.5,Instrumentos musicales,Paid,2014-05-05,2014
Learn to play guitar and sing at the same time,45.0,66,9,8,Mixto,0.55,1.0,Instrumentos musicales,Paid,2016-11-25,2016
Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),45.0,65,18,56,Avanzado,0.55,10.0,Instrumentos musicales,Paid,2017-05-01,2017
Mundharmonika spielen - mein schönstes Hobby,20.0,65,7,77,Mixto,0.55,2.5,Instrumentos musicales,Paid,2015-06-09,2015
Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,20.0,65,5,13,Principiante,0.55,4.0,Instrumentos musicales,Paid,2013-11-25,2013
Guitar Looper Basic Training,45.0,64,13,15,Mixto,0.55,1.5,Instrumentos musicales,Paid,2016-02-29,2016
Learn to play the Bouzouki - Greek Bouzouki Lessons,50.0,63,13,49,Mixto,0.55,1.0,Instrumentos musicales,Paid,2015-03-19,2015
Curso de ejercicios técnicos al piano Vol.2,50.0,62,1,22,Intermedio,0.55,1.0,Instrumentos musicales,Paid,2017-05-29,2017
Instant Harmonica - play The Lion Sleeps Tonight - today!,20.0,62,1,11,Mixto,0.55,1.0,Instrumentos musicales,Paid,2015-08-21,2015
Aprende escalas y arpegios Vol.2 : Modo menor,50.0,62,1,49,Principiante,0.55,2.5,Instrumentos musicales,Paid,2017-05-29,2017
What you can learn before Piano Lessons,0.0,61,1,31,Avanzado,0.55,1.5,Instrumentos musicales,Free,2015-09-01,2015
Piano Lessons for Beginners: Play the Piano AND Read Music!,70.0,61,9,30,Intermedio,0.55,4.0,Instrumentos musicales,Paid,2016-02-12,2016
Oboe Pro Series - You're going to love practicing the Oboe,50.0,61,5,36,Mixto,0.35000000000000003,7.0,Instrumentos musicales,Paid,2016-04-08,2016
Piano With Willie Building Technique with Scales Vol. 2,40.0,61,3,9,Mixto,0.35000000000000003,1.5,Instrumentos musicales,Paid,2016-04-13,2016
Awesome Lead Guitar 1,25.0,60,6,38,Mixto,0.35000000000000003,4.5,Instrumentos musicales,Paid,2015-12-15,2015
Piano Lesson Variety,40.0,59,1,28,Principiante,0.35000000000000003,4.0,Instrumentos musicales,Paid,2016-08-18,2016
Blues Guitar Lessons - Ragtime Blues Guitar,20.0,59,3,6,Mixto,0.35000000000000003,2.0,Instrumentos musicales,Paid,2013-11-26,2013
Violin lessons for beginners,20.0,59,6,15,Principiante,0.35000000000000003,1.0,Instrumentos musicales,Paid,2015-11-25,2015
Blues Bass - Quick Start Guide,50.0,59,8,29,Principiante,0.35000000000000003,1.5,Instrumentos musicales,Paid,2016-11-24,2016
Instant Harmonica - Christmas; play Jingle Bells part 2 now!,20.0,58,1,10,Principiante,0.35000000000000003,0.7333333333,Instrumentos musicales,Paid,2015-12-17,2015
Blues Guitar Lessons: Play Like the Greats - All Levels,20.0,58,4,47,Mixto,0.35000000000000003,2.5,Instrumentos musicales,Paid,2015-11-17,2015
Instant Harmonica - play The Kesh (pt 1) it's easy and fun!,40.0,58,5,11,Mixto,0.35000000000000003,0.5833333333,Instrumentos musicales,Paid,2015-08-17,2015
"Learn Guitar The Easy Way, It's Faster",25.0,57,2,16,Mixto,0.35000000000000003,4.5,Instrumentos musicales,Paid,2013-11-14,2013
Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,40.0,57,7,16,Mixto,0.35000000000000003,4.0,Instrumentos musicales,Paid,2014-01-22,2014
Guitar Lesson - Five Steps to Learn Barre Chords,35.0,57,9,9,Principiante,0.35000000000000003,0.55,Instrumentos musicales,Paid,2015-03-15,2015
Ultimate Beginner Guitar Guide - Both Acoustic & Electric,45.0,57,9,15,Principiante,0.35000000000000003,2.0,Instrumentos musicales,Paid,2016-02-16,2016
Trombone Pro Series - Fall in love with the Trombone,50.0,57,6,57,Avanzado,0.35000000000000003,7.0,Instrumentos musicales,Paid,2016-04-22,2016
Ukulele Lessons For Beginners - Fast Track Your Learning,20.0,57,8,28,Mixto,0.35000000000000003,1.0,Instrumentos musicales,Paid,2016-06-09,2016
Piano With Willie: Jazz & Gospel Exercises,40.0,56,3,28,Principiante,0.35000000000000003,2.0,Instrumentos musicales,Paid,2016-04-13,2016
Strumming the Guitar - 5 Lessons on Strum Patterns,20.0,56,3,10,Principiante,0.35000000000000003,0.6333333333,Instrumentos musicales,Paid,2013-12-13,2013
Didgeridoo - from zero to HERO! Part Two. Intermediate.,35.0,55,2,30,Mixto,0.35000000000000003,2.0,Instrumentos musicales,Paid,2016-07-02,2016
Instant Harmonica - play the groovy Irish Washerwoman now!,40.0,55,8,13,Mixto,0.35000000000000003,1.0,Instrumentos musicales,Paid,2017-01-24,2017
Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,40.0,54,6,10,Mixto,0.35000000000000003,1.0,Instrumentos musicales,Paid,2017-06-16,2017
Hands On Guitar: Beyond Beginner,20.0,54,7,69,Mixto,0.35000000000000003,3.0,Instrumentos musicales,Paid,2016-01-22,2016
Classical Guitar Technique: 80/20,175.0,54,0,18,Intermedio,0.35000000000000003,2.5,Instrumentos musicales,Paid,2017-03-30,2017
Instant Harmonica - play The Kesh (part 2) - easy and fun!,20.0,53,5,9,Principiante,0.35000000000000003,0.5833333333,Instrumentos musicales,Paid,2015-08-17,2015
Curso de Guitarra para Principiantes,20.0,53,5,39,Mixto,0.35000000000000003,3.0,Instrumentos musicales,Paid,2016-06-01,2016
Pure Modal Magic: The Complete Guitar Modes Solution,50.0,52,3,18,Intermedio,0.35000000000000003,2.0,Instrumentos musicales,Paid,2017-02-14,2017
Alto Saxophone Lessons For Beginners,95.0,51,7,42,Principiante,0.35000000000000003,3.0,Instrumentos musicales,Paid,2016-03-23,2016
Piano With Willie: Piano Chords Vol. 1,40.0,48,4,14,Mixto,0.35000000000000003,2.0,Instrumentos musicales,Paid,2016-04-13,2016
Horn Pro Series - You're going to love playing French Horn,50.0,48,3,61,Principiante,0.35000000000000003,8.0,Instrumentos musicales,Paid,2016-04-08,2016
Advanced Oboe Studies - Become a Master Oboist!​,50.0,47,0,82,Mixto,3.75,4.0,Instrumentos musicales,Paid,2016-07-28,2016
Pop and Jazz Keyboards and Harmony (beginner level),180.0,47,7,13,Mixto,0.55,3.0,Instrumentos musicales,Paid,2016-07-12,2016
Advanced Horn Studies - Learn to Master the French Horn!​,50.0,46,0,91,Mixto,1.7000000000000002,7.0,Instrumentos musicales,Paid,2015-09-23,2015
Guitar for Absolute Beginners (Class 1),20.0,45,4,48,Mixto,4.95,1.5,Instrumentos musicales,Paid,2014-05-01,2014
Tenor Saxophone Lessons For Beginners,95.0,45,5,43,Principiante,4.45,3.0,Instrumentos musicales,Paid,2016-04-04,2016
Guitar Lessons - Economy Picking Essentials,35.0,45,5,15,Principiante,0.55,1.5,Instrumentos musicales,Paid,2016-02-15,2016
Euphonium Pro Series - Fall in love with the Euphonium,50.0,44,2,40,Principiante,0.35000000000000003,7.5,Instrumentos musicales,Paid,2016-05-24,2016
Walking Bass Fundamentals,50.0,44,3,34,Mixto,4.8,2.0,Instrumentos musicales,Paid,2017-03-13,2017
Rhythm to Rock Drum Lessons,20.0,44,2,7,Mixto,4.0,1.0,Instrumentos musicales,Paid,2014-02-02,2014
Piano With Willie Building Technique with Scales Vol. 4,40.0,44,0,11,Mixto,4.699999999999999,1.5,Instrumentos musicales,Paid,2016-04-12,2016
Instant Harmonica - play this classic 8 bar blues tune!,40.0,43,4,13,Principiante,2.3000000000000003,1.0,Instrumentos musicales,Paid,2017-04-23,2017
Piano for Kids: Developing Your Child's Creative Abilities,65.0,42,2,37,Mixto,4.8,4.0,Instrumentos musicales,Paid,2015-10-24,2015
Piano With Willie Building Technique with Scales Vol. 3,40.0,42,1,11,Principiante,4.4,1.5,Instrumentos musicales,Paid,2016-04-13,2016
Explosão Pentatônica,55.0,42,5,19,Intermedio,2.2,1.5,Instrumentos musicales,Paid,2016-12-22,2016
Leve a sua técnica de pedal duplo para um novo patamar,40.0,42,4,196,Mixto,1.5,5.5,Instrumentos musicales,Paid,2017-01-16,2017
Instant Harmonica - play the cool tune Dirty Old Town now!,40.0,42,8,17,Mixto,3.05,1.5,Instrumentos musicales,Paid,2016-10-12,2016
Instant Harmonica - play the Irish tune Whiskey in the Jar!,20.0,41,1,13,Principiante,4.0,1.0,Instrumentos musicales,Paid,2015-12-28,2015
見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,20.0,41,3,48,Principiante,0.55,2.0,Instrumentos musicales,Paid,2015-07-06,2015
Guitar Lessons - Two Handed Tapping Essentials,35.0,41,2,11,Mixto,2.2,1.5,Instrumentos musicales,Paid,2016-02-14,2016
"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",50.0,41,0,43,Principiante,4.4,2.0,Instrumentos musicales,Paid,2016-07-28,2016
Guitar - Rock - Beginner with Marc Seal,20.0,40,1,27,Principiante,3.7,1.0,Instrumentos musicales,Paid,2012-08-31,2012
Advanced Trombone Studies - Learn to Master the Trombone!,50.0,39,2,136,Principiante,0.55,8.0,Instrumentos musicales,Paid,2016-07-05,2016
Aprende el acordeón de oído y con técnica –Nivel Intermedio–,25.0,38,7,51,Principiante,0.55,4.5,Instrumentos musicales,Paid,2016-02-03,2016
Sintetizadores e Síntese Subtrativa,85.0,38,12,83,Principiante,0.55,5.0,Instrumentos musicales,Paid,2017-05-02,2017
Piano With Willie: Tritones & Phat Chords,40.0,37,3,19,Mixto,0.55,2.0,Instrumentos musicales,Paid,2016-04-13,2016
You Can Play Jazz Saxophone,20.0,37,7,6,Principiante,0.55,1.5,Instrumentos musicales,Paid,2017-03-15,2017
Brass Master Class,20.0,36,6,30,Mixto,0.55,2.0,Instrumentos musicales,Paid,2015-06-09,2015
Bassoon Pro Series - You're going to love practicing Bassoon,50.0,36,0,42,Principiante,0.55,6.5,Instrumentos musicales,Paid,2016-04-08,2016
"Learn to Play 'Let It Snow on Piano""",40.0,36,4,8,Mixto,0.55,1.0,Instrumentos musicales,Paid,2016-10-04,2016
Guitar - Rock - Beginner/Intermediate with Marc Seal,20.0,36,4,40,Principiante,0.55,1.5,Instrumentos musicales,Paid,2012-10-07,2012
Fingerpicking for Guitar,20.0,35,4,26,Principiante,0.55,3.0,Instrumentos musicales,Paid,2016-09-14,2016
Instant Harmonica - play Star Wars + the Lion Sleeps now!,40.0,33,3,20,Principiante,0.55,1.5,Instrumentos musicales,Paid,2016-08-13,2016
Instant Harmonica - play Yesterday + Scarborough Fair today!,40.0,33,5,26,Mixto,0.55,2.0,Instrumentos musicales,Paid,2016-08-26,2016
"Piano Unbound. Piano learning method, a course for beginners",195.0,32,1,39,Intermedio,0.55,2.5,Instrumentos musicales,Paid,2017-04-25,2017
Guitar for Music Educators: Learning How to Teach Guitar,20.0,32,3,22,Mixto,0.55,1.5,Instrumentos musicales,Paid,2013-07-26,2013
Instant Harmonica - play 'Can't Help Falling in Love' now!,40.0,32,3,11,Mixto,0.55,1.0,Instrumentos musicales,Paid,2017-02-07,2017
Piano With Willie: Piano Chords Vol. 2,40.0,32,2,11,Intermedio,0.55,1.5,Instrumentos musicales,Paid,2016-04-13,2016
Play Guitar with Rhythm - 5 Easy Lessons,20.0,31,0,10,Principiante,0.55,1.0,Instrumentos musicales,Paid,2013-12-12,2013
Instant Harmonica - play 12 bar blues Big Walter style now!,40.0,31,2,14,Mixto,0.55,1.0,Instrumentos musicales,Paid,2017-05-19,2017
Bagpipe Instruction For Beginners,30.0,31,4,5,Mixto,0.55,1.0,Instrumentos musicales,Paid,2016-04-24,2016
Instant Harmonica - play When the Saints on harmonica now!,20.0,31,1,10,Principiante,0.55,1.0,Instrumentos musicales,Paid,2015-08-14,2015
30 Day Guitar Jump Start for Success,105.0,31,4,92,Intermedio,0.55,4.0,Instrumentos musicales,Paid,2017-05-24,2017
"Music Theory, Guitar and Ear Training",60.0,30,3,39,Principiante,0.55,3.0,Instrumentos musicales,Paid,2015-11-22,2015
Jazz Guitar Reharmonization for Autumn Leaves,20.0,30,1,15,Mixto,0.55,0.6166666667,Instrumentos musicales,Paid,2014-07-03,2014
A Guide to Analog Synths: For the modern EDM enthusiast.,20.0,29,4,37,Principiante,0.55,3.5,Instrumentos musicales,Paid,2016-04-20,2016
Play music on Harmonica using 8 notes - learn easy tunes!,35.0,29,0,14,Mixto,0.75,1.0,Instrumentos musicales,Paid,2014-05-26,2014
Instant Harmonica - play Over the Rainbow + Skye Boat now!,40.0,29,4,22,Principiante,0.75,1.5,Instrumentos musicales,Paid,2016-07-18,2016
Instant harmonica - play Auld Lang Syne the neet (tonight)!,40.0,28,1,13,Mixto,0.75,1.0,Instrumentos musicales,Paid,2016-12-22,2016
Hands-On Guitar: The Beginner's Guide,20.0,28,7,72,Mixto,0.75,4.0,Instrumentos musicales,Paid,2016-01-22,2016
Instant Bodhran - part two; learning further drumming skills,40.0,28,1,10,Intermedio,0.75,1.0,Instrumentos musicales,Paid,2016-08-18,2016
Instant Harmonica - play Dylan's Like a Rolling Stone now!,40.0,28,2,11,Mixto,0.75,1.5,Instrumentos musicales,Paid,2016-10-27,2016
Piano With Willie: Jazz Kids - Vol 1,40.0,28,3,32,Mixto,0.75,4.5,Instrumentos musicales,Paid,2016-04-13,2016
Instant Harmonica - play the Drunken Sailor sea shanty now!,20.0,27,3,9,Mixto,0.75,0.6166666667,Instrumentos musicales,Paid,2015-10-18,2015
Jews Harp - Advanced course,30.0,26,1,52,Principiante,0.75,3.5,Instrumentos musicales,Paid,2017-03-30,2017
Ukulele 2 : Level 1 KEY OF C AND STRUMS,20.0,26,2,26,Principiante,0.75,1.0,Instrumentos musicales,Paid,2016-02-01,2016
Practice guitar with no previous experience and become a pro,30.0,26,0,14,Mixto,0.75,1.0,Instrumentos musicales,Paid,2017-01-13,2017
Arpeggios for Guitar made Easy! Dominate the Fretboard,65.0,26,5,23,Principiante,0.75,3.0,Instrumentos musicales,Paid,2017-05-02,2017
Instant Harmonica - play Summertime + Drunken Sailor now!,40.0,26,2,20,Mixto,0.75,1.5,Instrumentos musicales,Paid,2016-07-24,2016
Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,50.0,25,1,321,Principiante,0.75,3.5,Instrumentos musicales,Paid,2016-12-27,2016
Instant Harmonica - play jazzy Autumn Leaves now (part one),20.0,25,1,10,Principiante,0.75,0.65,Instrumentos musicales,Paid,2015-10-19,2015
ABC DO VIOLÃO E GUITARRA,85.0,25,2,30,Mixto,0.75,2.5,Instrumentos musicales,Paid,2017-03-03,2017
The Fun and Effective Piano Course,30.0,24,2,38,Mixto,0.75,3.5,Instrumentos musicales,Paid,2017-04-24,2017
How to Play Dan Fogelberg Songs on Guitar,25.0,24,1,49,Mixto,0.75,4.5,Instrumentos musicales,Paid,2016-03-29,2016
Aprende a tocar el acordeón de botones,50.0,22,4,21,Mixto,0.75,3.5,Instrumentos musicales,Paid,2014-05-19,2014
Castañuelas por Sevillanas - Curso del toque de castañuelas,40.0,22,2,17,Principiante,0.75,0.7166666667,Instrumentos musicales,Paid,2016-02-12,2016
Instant Harmonica - play the old Popeye Spinach song now !,20.0,22,0,10,Principiante,0.75,0.6,Instrumentos musicales,Paid,2015-10-19,2015
Instant Harmonica - play this classic GAME OF THRONES theme!,40.0,21,2,13,Principiante,3.3000000000000003,1.0,Instrumentos musicales,Paid,2017-05-30,2017
Sistema Completo De Guitarra Rítmica Para Principiantes,55.0,21,3,32,Mixto,0.55,6.0,Instrumentos musicales,Paid,2016-02-27,2016
Instant Harmonica - play Whiskey in the Jar + Molly Malone!,40.0,21,3,27,Principiante,0.35000000000000003,2.0,Instrumentos musicales,Paid,2016-09-20,2016
Learn the Viola - Scales and Fundamentals,80.0,21,3,38,Mixto,0.44999999999999996,2.5,Instrumentos musicales,Paid,2016-11-16,2016
The Easy Beginner Drum Course,25.0,21,4,12,Mixto,4.4,0.5,Instrumentos musicales,Paid,2017-03-21,2017
Rhythm to Rock Drum Lessons 2,20.0,21,2,11,Mixto,3.0,1.0,Instrumentos musicales,Paid,2014-03-10,2014
Sevillanas con Castañuelas - Baile y toque al mismo tiempo,40.0,20,4,24,Principiante,2.4,1.5,Instrumentos musicales,Paid,2016-02-23,2016
Aprende a tocar el acordeón de botones,50.0,20,6,24,Principiante,2.8499999999999996,2.0,Instrumentos musicales,Paid,2017-05-17,2017
Building Up To Barre Chords,20.0,20,6,12,Mixto,2.4,0.7166666667,Instrumentos musicales,Paid,2017-03-16,2017
Learning Electric Guitar for Absolute Beginners,35.0,19,2,12,Mixto,1.7000000000000002,1.5,Instrumentos musicales,Paid,2015-05-04,2015
Instant Harmonica - play jazzy Autumn Leaves now (part two),20.0,19,1,9,Mixto,1.6,0.5333333333,Instrumentos musicales,Paid,2015-10-19,2015
Piano With Willie: Jazz Kids - Vol 4,40.0,19,0,30,Mixto,3.3000000000000003,3.5,Instrumentos musicales,Paid,2016-04-13,2016
Quick Piano Lessons - Tutorials for Drake's Greatest Hits,35.0,19,1,4,Principiante,3.3000000000000003,0.55,Instrumentos musicales,Paid,2015-10-04,2015
Alternate Picking Speed & Accuracy,20.0,19,4,83,Principiante,4.1499999999999995,3.5,Instrumentos musicales,Paid,2016-05-12,2016
Learn Piano Online-Keys to the Keyboard,50.0,18,1,9,Avanzado,1.7000000000000002,2.0,Instrumentos musicales,Paid,2016-05-12,2016
Présentation du Banjo Ténor,20.0,18,4,31,Principiante,1.5,1.5,Instrumentos musicales,Paid,2015-09-13,2015
Aprende a tocar el violín desde cero,50.0,17,1,22,Principiante,1.25,2.5,Instrumentos musicales,Paid,2014-05-19,2014
Trumpet Lessons For Beginners,95.0,17,3,35,Principiante,2.9,2.5,Instrumentos musicales,Paid,2016-04-06,2016
Keyboard Basics,25.0,17,1,7,Intermedio,1.85,2.0,Instrumentos musicales,Paid,2014-04-22,2014
Piano With Willie: Jazz Kids - Vol 2,40.0,17,0,38,Mixto,0.65,3.0,Instrumentos musicales,Paid,2016-04-13,2016
The Theory & Practice of Modes on the Guitar,35.0,17,0,7,Principiante,3.7,1.5,Instrumentos musicales,Paid,2014-04-04,2014
Guitar Lessons : Rock Guitar in 1 Day!,50.0,17,4,37,Mixto,2.3499999999999996,1.5,Instrumentos musicales,Paid,2015-12-06,2015
Aprende a tocar Música Cristiana en el piano y teclado,20.0,17,3,13,Mixto,4.85,1.0,Instrumentos musicales,Paid,2014-05-16,2014
Instant harmonica - enjoy playing Silent Night tonight!,40.0,16,3,12,Principiante,4.45,0.6333333333,Instrumentos musicales,Paid,2016-12-14,2016
Piano With Willie: Jazz Kids - Vol 3,40.0,16,1,29,Principiante,0.8,3.0,Instrumentos musicales,Paid,2016-04-13,2016
Instant Harmonica - play 'I just called to say I love you',40.0,15,0,11,Principiante,0.8,1.0,Instrumentos musicales,Paid,2017-02-15,2017
"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",30.0,14,1,13,Mixto,0.8,1.5,Instrumentos musicales,Paid,2016-12-15,2016
Drum Lessons For Beginners,95.0,14,1,34,Principiante,0.8,2.5,Instrumentos musicales,Paid,2016-04-13,2016
Guitar 201: Breakthroughs,20.0,14,1,49,Principiante,0.8,2.5,Instrumentos musicales,Paid,2016-01-22,2016
"Aprende a tocar percusiones: congas, bongós, maracas y más",50.0,14,2,71,Mixto,0.8,3.5,Instrumentos musicales,Paid,2014-05-16,2014
Practical Guitar Theory: Level 1,60.0,14,3,41,Intermedio,0.8,1.5,Instrumentos musicales,Paid,2017-05-01,2017
Aprende todos los secretos de la guitarra flamenca,50.0,13,2,23,Principiante,0.8,3.5,Instrumentos musicales,Paid,2014-05-07,2014
Back In Black the AC/DC Classic Rock Track,20.0,13,1,72,Mixto,0.8,2.0,Instrumentos musicales,Paid,2015-04-10,2015
Make Electronic Music with the iPad,20.0,13,0,69,Mixto,0.8,1.5,Instrumentos musicales,Paid,2016-04-01,2016
Rhythm to Rock Drum Lesson 5,20.0,13,3,9,Mixto,0.8,1.0,Instrumentos musicales,Paid,2014-08-18,2014
