nombre_curso,price(USD),cant_suscriptores,cant_opiniones,cant_lecciones,nivel,valoracion,duracion_curso,categoria,Free/Paid,fecha_curso,año
Learn to Trade for Profit: Finding Winning Stocks - Chinese,95.0,264,0,79,Mixto,3.9000000000000004,3.0,Negocios y Finanzas,Paid,2015-10-08,2015
Accounting Concepts For Technocrats,20.0,261,2,35,Mixto,3.9000000000000004,2.5,Negocios y Finanzas,Paid,2013-12-26,2013
entiende la contabilidad y consigue un aumento de salario,20.0,260,18,17,Mixto,3.9000000000000004,1.5,Negocios y Finanzas,Paid,2015-09-23,2015
Quantitative Trading Analysis with Python,50.0,256,17,49,Intermedio,3.9000000000000004,5.5,Negocios y Finanzas,Paid,2017-01-27,2017
"Financial Analysis, from Scratch to Professional!",65.0,256,29,39,Principiante,1.05,3.5,Negocios y Finanzas,Paid,2016-03-06,2016
Learn to Trade With Fibonacci Tools,30.0,252,45,30,Principiante,4.3,4.0,Negocios y Finanzas,Paid,2016-08-17,2016
How to invest in Gold,50.0,249,14,39,Mixto,1.5,2.5,Negocios y Finanzas,Paid,2016-06-14,2016
Financial Modeling and Valuation: Complete Beginner to Pro,50.0,249,46,28,Principiante,3.8,5.0,Negocios y Finanzas,Paid,2016-06-20,2016
Mortgage Acceleration,20.0,247,2,17,Intermedio,0.44999999999999996,1.5,Negocios y Finanzas,Paid,2015-08-21,2015
"Trading Mindset, and Three Steps To Profitable Trading",20.0,246,8,24,Mixto,1.6500000000000001,1.5,Negocios y Finanzas,Paid,2015-11-02,2015
Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,20.0,244,13,21,Mixto,1.0,2.5,Negocios y Finanzas,Paid,2015-06-16,2015
Learn Quickbooks to maintain books properly,20.0,241,5,26,Mixto,1.0,2.5,Negocios y Finanzas,Paid,2015-11-09,2015
4. Ordinary Simple Annuities: The Basics,20.0,237,1,17,Mixto,2.25,1.5,Negocios y Finanzas,Paid,2014-01-31,2014
Financial Modelling for entrepreneurs,20.0,232,7,17,Principiante,4.25,1.0,Negocios y Finanzas,Paid,2014-09-20,2014
From 0 to 1: Investments and Portfolio Theory,50.0,230,0,22,Mixto,0.8999999999999999,4.5,Negocios y Finanzas,Paid,2017-05-01,2017
Zoho Books Gestion Financière d'Entreprise pas à pas,0.0,229,0,33,Principiante,3.4000000000000004,2.0,Negocios y Finanzas,Free,2017-05-26,2017
The Complete Guide to Professional Trading with Elliott Wave,115.0,228,49,43,Mixto,3.9000000000000004,4.5,Negocios y Finanzas,Paid,2016-05-11,2016
Stock Trading Strategies Using a D.A.R.T.,20.0,227,3,5,Mixto,1.9500000000000002,1.0,Negocios y Finanzas,Paid,2015-05-26,2015
CFA Level I Foundation: Introduction to Financial Reporting,50.0,226,5,13,Principiante,1.05,5.5,Negocios y Finanzas,Paid,2013-08-05,2013
"Build, Grow, and Protect Your Assets: A Step-by-Step Guide",195.0,226,26,26,Principiante,1.5,3.5,Negocios y Finanzas,Paid,2015-09-23,2015
Financial Modeling for Professionals in 1 Day!,200.0,226,12,29,Mixto,0.1,4.5,Negocios y Finanzas,Paid,2016-12-05,2016
Level 1 2014 CFA® Program – Derivatives,40.0,225,2,17,Mixto,1.7000000000000002,2.5,Negocios y Finanzas,Paid,2014-09-03,2014
8. Amortization Schedules,20.0,225,1,5,Principiante,1.4000000000000001,1.0,Negocios y Finanzas,Paid,2014-03-19,2014
"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",195.0,225,41,33,Mixto,0.35000000000000003,5.0,Negocios y Finanzas,Paid,2016-03-30,2016
The Big Volatility Short: The Best Trade On Wall Street!,200.0,224,35,16,Mixto,3.3000000000000003,1.5,Negocios y Finanzas,Paid,2016-04-25,2016
From 0 to 1: Bond Theory and Valuation,50.0,223,2,29,Principiante,2.75,4.0,Negocios y Finanzas,Paid,2017-05-02,2017
Forex Trading - Learn An Effective Forex Trading Strategy,95.0,223,34,16,Mixto,3.7,1.5,Negocios y Finanzas,Paid,2016-12-14,2016
Financial Statements: Learn Accounting. Unlock the Numbers.,40.0,222,12,35,Mixto,1.7000000000000002,3.0,Negocios y Finanzas,Paid,2016-02-17,2016
Easy Forex and Futures Trading,100.0,218,5,66,Mixto,3.55,14.5,Negocios y Finanzas,Paid,2013-12-31,2013
Fundamentals of Accounting for Business Owners,20.0,217,0,47,Principiante,1.5,2.5,Negocios y Finanzas,Paid,2017-02-06,2017
Technical Trading and Investing Made Easy,40.0,217,7,27,Mixto,4.45,1.5,Negocios y Finanzas,Paid,2014-12-24,2014
Day Trading in Stocks: Strategies for Beginner Investors,50.0,217,19,9,Mixto,4.0,2.0,Negocios y Finanzas,Paid,2015-01-08,2015
Technical Analysis Using Elliott Wave Theory,60.0,217,7,16,Principiante,4.050000000000001,1.0,Negocios y Finanzas,Paid,2016-11-01,2016
The Complete Financial Model Builder Course-Build 7 Models,75.0,214,20,88,Principiante,2.75,9.0,Negocios y Finanzas,Paid,2015-03-19,2015
Forex - Catch the Big Market Moves in Forex,20.0,212,25,14,Mixto,1.5,1.5,Negocios y Finanzas,Paid,2014-06-02,2014
Essential Options: Strategies for Mastering the Stock Market,50.0,211,9,27,Mixto,2.3499999999999996,5.0,Negocios y Finanzas,Paid,2013-03-06,2013
Numbers for the Business Plan,20.0,210,1,12,Mixto,1.25,1.5,Negocios y Finanzas,Paid,2014-09-22,2014
Investment Portfolio Analysis with Python,50.0,209,13,37,Principiante,0.8999999999999999,7.0,Negocios y Finanzas,Paid,2016-07-13,2016
TRADER BOT: Introdução à Linguagem MQL5,20.0,209,33,33,Mixto,3.3000000000000003,70.0,Negocios y Finanzas,Paid,2014-03-07,2014
Tax Strategies of the Wealthy,195.0,207,19,11,Principiante,4.699999999999999,1.5,Negocios y Finanzas,Paid,2016-04-29,2016
Become a Career Day Trader: Asian-Pacific Futures Markets,20.0,207,8,30,Mixto,4.699999999999999,3.5,Negocios y Finanzas,Paid,2014-01-27,2014
The Fundamentals Of Finance For Non-Finance Professionals,40.0,206,3,7,Principiante,4.699999999999999,1.5,Negocios y Finanzas,Paid,2016-05-18,2016
Stock Fundamental Analysis with Excel,50.0,206,13,50,Principiante,4.699999999999999,10.0,Negocios y Finanzas,Paid,2015-09-15,2015
Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,170.0,206,39,39,Mixto,4.699999999999999,6.5,Negocios y Finanzas,Paid,2016-03-12,2016
Введение в Финансовую Инженерию,50.0,205,20,20,Mixto,4.699999999999999,5.0,Negocios y Finanzas,Paid,2016-11-20,2016
9. Sinking Funds,20.0,205,1,5,Mixto,4.699999999999999,1.0,Negocios y Finanzas,Paid,2014-02-11,2014
My Forex Strategy that win consistently over and over,200.0,204,23,9,Mixto,4.699999999999999,1.5,Negocios y Finanzas,Paid,2016-10-29,2016
Level 1 2014 CFA® Program – Corporate Finance,40.0,204,1,18,Mixto,4.699999999999999,3.0,Negocios y Finanzas,Paid,2014-06-21,2014
Investimento em Ações para Leigos,20.0,201,46,19,Mixto,4.699999999999999,2.5,Negocios y Finanzas,Paid,2016-11-11,2016
Credit Risk Analysis,20.0,194,24,19,Principiante,4.699999999999999,3.5,Negocios y Finanzas,Paid,2016-01-28,2016
Introducción a la contabilidad,20.0,193,19,14,Mixto,4.699999999999999,1.0,Negocios y Finanzas,Paid,2014-12-17,2014
Volatility Trading Analysis with R,50.0,190,13,45,Mixto,4.699999999999999,6.0,Negocios y Finanzas,Paid,2017-03-06,2017
Advanced Finance and Accounting for Startups,40.0,188,7,48,Avanzado,2.5,6.5,Negocios y Finanzas,Paid,2014-02-27,2014
How to Read Financial Statements: Build Financial Literacy.,25.0,188,10,20,Mixto,3.0,1.5,Negocios y Finanzas,Paid,2014-12-19,2014
Apprendre à trader sur le marché du Forex - guide complet,140.0,187,47,38,Mixto,3.25,3.0,Negocios y Finanzas,Paid,2017-03-07,2017
"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",70.0,187,3,53,Intermedio,2.55,7.0,Negocios y Finanzas,Paid,2016-12-14,2016
Ultimate Guide To Trading Engulfing Candlestick Strategy,200.0,185,36,25,Mixto,1.5,2.5,Negocios y Finanzas,Paid,2016-10-25,2016
Learn Global Macro Trading & Investing for Retail Investor,75.0,178,16,27,Mixto,0.35000000000000003,1.5,Negocios y Finanzas,Paid,2016-07-15,2016
The Everyday Investor: Building Wealth with Venture Capital,20.0,176,2,12,Mixto,4.55,2.5,Negocios y Finanzas,Paid,2016-06-07,2016
Learn How To use Channels to find amazing Forex Entries,45.0,172,48,15,Mixto,1.45,1.0,Negocios y Finanzas,Paid,2017-05-24,2017
How to Make IT Work Successfully in Capital Markets,50.0,171,8,21,Mixto,2.2,3.0,Negocios y Finanzas,Paid,2014-03-11,2014
6. Annuities Due and Deferred,20.0,170,0,16,Mixto,3.8,1.5,Negocios y Finanzas,Paid,2014-02-24,2014
Introduction to Small Business Accounting Training Tutorial,25.0,168,9,75,Principiante,3.8,3.5,Negocios y Finanzas,Paid,2013-01-09,2013
Learn Bookkeeping From Scratch,20.0,168,2,21,Mixto,3.8,3.0,Negocios y Finanzas,Paid,2014-11-05,2014
Trading for winning,200.0,168,7,27,Mixto,3.8,2.0,Negocios y Finanzas,Paid,2017-01-23,2017
Financial Translation,20.0,167,6,29,Mixto,3.8,1.5,Negocios y Finanzas,Paid,2014-06-11,2014
Trading Biotech Stocks - Understanding the Healthcare Sector,55.0,166,17,16,Mixto,3.8,1.5,Negocios y Finanzas,Paid,2015-04-24,2015
Financial Accounting For Beginners,60.0,164,3,22,Mixto,3.8,1.5,Negocios y Finanzas,Paid,2016-09-25,2016
Learn to Trade Forex Naked Price Action Wammie Trade,40.0,159,16,13,Avanzado,3.8,1.0,Negocios y Finanzas,Paid,2016-02-17,2016
Credit Repair from a Financial Institution,20.0,157,13,9,Intermedio,3.8,2.5,Negocios y Finanzas,Paid,2014-01-14,2014
Stock Technical Analysis with Excel,50.0,156,16,41,Principiante,3.8,7.0,Negocios y Finanzas,Paid,2016-04-28,2016
CFA Level I Foundation Course: Introduction to Quants,50.0,155,4,11,Mixto,3.8,5.0,Negocios y Finanzas,Paid,2013-08-05,2013
Learn to trade Candlestick Patterns,20.0,155,23,22,Mixto,3.8,1.5,Negocios y Finanzas,Paid,2016-08-16,2016
Investment Portfolio Analysis with Excel,50.0,154,7,39,Mixto,3.8,9.0,Negocios y Finanzas,Paid,2015-11-12,2015
Global Macro Investing - Take Control Of The World's Markets,30.0,153,41,27,Mixto,3.8,2.0,Negocios y Finanzas,Paid,2016-05-16,2016
Get to grips with the CFA calculator,20.0,153,8,14,Mixto,3.8,1.5,Negocios y Finanzas,Paid,2013-08-05,2013
Advance Technical Analysis,50.0,152,6,14,Principiante,3.8,3.5,Negocios y Finanzas,Paid,2015-04-08,2015
CFA® Level 1 2014 – Financial Reporting and Analysis,50.0,152,2,102,Mixto,3.8,10.0,Negocios y Finanzas,Paid,2015-02-26,2015
FOREX: From Zero To Hero,150.0,152,27,26,Principiante,2.75,3.0,Negocios y Finanzas,Paid,2017-02-07,2017
Forex Trading Masterclass - Learn To Trade Better,200.0,152,7,30,Mixto,0.35000000000000003,3.0,Negocios y Finanzas,Paid,2016-10-09,2016
Aprenda a Investir seu Dinheiro,85.0,150,28,19,Mixto,0.4,2.5,Negocios y Finanzas,Paid,2017-01-20,2017
Visualizing Data,40.0,149,2,63,Intermedio,4.0,6.5,Negocios y Finanzas,Paid,2016-07-22,2016
CFA® Level 1 2014 – FI,40.0,149,0,49,Intermedio,3.3000000000000003,4.5,Negocios y Finanzas,Paid,2015-03-08,2015
Aprende a hacer paper trading (simulación) con Ninja Trader,25.0,148,3,15,Principiante,1.85,1.5,Negocios y Finanzas,Paid,2013-11-15,2013
CFA Level I Workshop 1: Ethics and Quantitative Methods,20.0,147,4,5,Principiante,4.0,1.0,Negocios y Finanzas,Paid,2013-08-12,2013
Stock Market for Beginners. Learn to trade,35.0,143,15,42,Principiante,4.699999999999999,3.5,Negocios y Finanzas,Paid,2013-10-03,2013
Monetizing Your Website: How to Add Cost-Per-Action (CPA),35.0,142,4,18,Mixto,3.9000000000000004,1.0,Negocios y Finanzas,Paid,2014-06-30,2014
CFA Level I Workshop 4: Fixed Income and Equity,20.0,139,3,6,Intermedio,4.9,1.5,Negocios y Finanzas,Paid,2013-08-12,2013
株式投資に必要なスキルの学習手順を学ぶ,20.0,139,36,29,Avanzado,4.0,2.0,Negocios y Finanzas,Paid,2016-06-09,2016
Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD,50.0,137,39,27,Principiante,2.05,1.5,Negocios y Finanzas,Paid,2016-11-10,2016
Learn To Invest In 7 Steps,50.0,137,14,21,Intermedio,3.5,3.0,Negocios y Finanzas,Paid,2015-03-29,2015
Forex Trading,95.0,136,14,25,Principiante,0.55,4.5,Negocios y Finanzas,Paid,2014-11-18,2014
Forex trading with binary options,25.0,136,28,21,Mixto,2.4,3.0,Negocios y Finanzas,Paid,2016-05-16,2016
Stock Market Mastery,20.0,135,2,25,Mixto,1.5,7.5,Negocios y Finanzas,Paid,2014-06-08,2014
MQL4 Tutorial Golden Goose,20.0,135,5,12,Mixto,2.9499999999999997,1.5,Negocios y Finanzas,Paid,2015-06-07,2015
Economics - CFA Level 1 - 2014,20.0,135,20,24,Mixto,2.3000000000000003,4.0,Negocios y Finanzas,Paid,2014-11-08,2014
* An Integrated Approach to the Fundamentals of Accounting,200.0,134,14,123,Mixto,2.6500000000000004,5.5,Negocios y Finanzas,Paid,2016-03-15,2016
Management Accounting A Complete Study,150.0,133,3,158,Mixto,4.8,17.5,Negocios y Finanzas,Paid,2016-12-29,2016
Business Banking 101,25.0,132,3,14,Mixto,0.55,1.5,Negocios y Finanzas,Paid,2015-04-06,2015
Corso introduttivo al trading profittevole,20.0,132,9,9,Intermedio,2.25,1.0,Negocios y Finanzas,Paid,2015-11-23,2015
How to Pick Stocks,20.0,131,3,28,Mixto,3.7,1.5,Negocios y Finanzas,Paid,2014-09-15,2014
Forex Management - Detailed Study for CA / CS / CFA Exams,50.0,131,2,38,Mixto,4.0,3.0,Negocios y Finanzas,Paid,2015-11-03,2015
Super Fast Accounting - the fastest way to do your books,25.0,129,21,8,Principiante,4.0,0.5666666667,Negocios y Finanzas,Paid,2016-03-18,2016
Trading: High-ROI Trading,190.0,126,20,47,Mixto,4.0,12.5,Negocios y Finanzas,Paid,2014-02-05,2014
CFA Level I Workshop 2: Financial Reporting & Analysis I,20.0,126,2,5,Intermedio,4.0,1.0,Negocios y Finanzas,Paid,2013-08-12,2013
Surpassing Your Kickstarter Goals,30.0,124,7,12,Mixto,4.0,1.0,Negocios y Finanzas,Paid,2013-05-24,2013
CFA® Level 1 2014 – Portfolio Management,40.0,124,2,10,Intermedio,4.0,2.0,Negocios y Finanzas,Paid,2015-03-02,2015
Mastering Candlestick Charting : High Probability Trading,50.0,123,16,35,Mixto,4.0,2.0,Negocios y Finanzas,Paid,2015-09-22,2015
Understanding The Stock Market: For Beginners,25.0,122,2,36,Mixto,4.0,7.5,Negocios y Finanzas,Paid,2014-11-18,2014
Options Basics & Trading With Small Capital! - Level 1,30.0,120,17,19,Mixto,4.0,2.0,Negocios y Finanzas,Paid,2016-07-26,2016
Analyze Real Estate Investments | Financial Modeling,20.0,120,18,21,Principiante,4.0,2.0,Negocios y Finanzas,Paid,2015-07-21,2015
CFA® Level 1 2014 – Quantitative Methods,50.0,119,0,27,Principiante,4.0,5.0,Negocios y Finanzas,Paid,2015-02-26,2015
Small Business and Managerial Accounting Training Tutorial,20.0,117,3,71,Mixto,4.0,3.5,Negocios y Finanzas,Paid,2013-06-19,2013
An Introduction to Management of Portfolios (MoP),20.0,117,15,6,Mixto,4.0,1.5,Negocios y Finanzas,Paid,2014-03-06,2014
Professional Risk Manager (PRM) Certification: Level 1,50.0,116,10,51,Principiante,4.0,24.0,Negocios y Finanzas,Paid,2013-07-23,2013
"Trade Stocks, Forex & Financial Markets like a Professional",20.0,116,6,12,Principiante,4.0,3.0,Negocios y Finanzas,Paid,2014-08-28,2014
BITCOIN VISUALLY. Part I.,50.0,115,6,31,Principiante,4.0,4.0,Negocios y Finanzas,Paid,2014-03-16,2014
資産運用の基礎を学ぶファイナンス入門,20.0,114,13,52,Mixto,1.2,4.0,Negocios y Finanzas,Paid,2016-07-07,2016
Case Studies in Macro Economics,50.0,114,1,22,Intermedio,3.65,4.0,Negocios y Finanzas,Paid,2017-05-25,2017
Aktiver Vermögensaufbau mit ETF,20.0,112,18,33,Mixto,2.8000000000000003,2.0,Negocios y Finanzas,Paid,2016-02-22,2016
Introduction to Financial Statements,40.0,112,1,14,Mixto,2.3499999999999996,1.5,Negocios y Finanzas,Paid,2015-08-16,2015
Aprende a Ganar Dinero en la Bolsa,30.0,112,16,42,Principiante,4.1,4.0,Negocios y Finanzas,Paid,2013-12-11,2013
Ethereum Course for Investors,40.0,111,20,11,Mixto,4.0,1.0,Negocios y Finanzas,Paid,2016-06-09,2016
"CFA Level I Workshop 5: Corp Finance, Quants II & Derivative",20.0,110,1,5,Principiante,3.8,1.0,Negocios y Finanzas,Paid,2013-08-12,2013
CFA Level 1 - Derivatives,30.0,110,6,25,Mixto,1.1,4.0,Negocios y Finanzas,Paid,2014-07-21,2014
Accounting - Basic Costing,40.0,108,2,37,Mixto,0.75,3.5,Negocios y Finanzas,Paid,2015-08-04,2015
Bonds For Beginners - A Guide To The Bond Markets,20.0,106,14,24,Mixto,1.7000000000000002,0.5666666667,Negocios y Finanzas,Paid,2015-04-20,2015
Learn to Trade Forex Big U-Turn Trade,50.0,106,13,12,Mixto,1.2,1.0,Negocios y Finanzas,Paid,2016-02-24,2016
Curso Avanzado de Trading,125.0,106,11,100,Mixto,4.2,20.5,Negocios y Finanzas,Paid,2015-11-28,2015
Essentials Of Swing Trading Stocks,20.0,105,9,5,Mixto,1.6500000000000001,1.0,Negocios y Finanzas,Paid,2015-06-03,2015
Simple Options Trading System,35.0,104,2,16,Intermedio,2.6,1.5,Negocios y Finanzas,Paid,2014-07-31,2014
Stock Trading: Insider Tips For Determining Market Direction,95.0,104,1,11,Mixto,2.15,1.0,Negocios y Finanzas,Paid,2015-07-07,2015
How To Trade RSI Pullback Strategy: Entry To Exit (Forex),150.0,104,10,21,Principiante,0.0,2.0,Negocios y Finanzas,Paid,2017-02-17,2017
Corporate Finance and Alternative Investment for CFA L1,20.0,103,3,27,Principiante,4.4,4.5,Negocios y Finanzas,Paid,2015-09-17,2015
The Binary Institute -  Binary Options Trading Course,200.0,103,25,12,Principiante,4.5,2.5,Negocios y Finanzas,Paid,2015-12-14,2015
カードゲームでカンタンに理解する！経済とお金のキホン,20.0,103,3,18,Mixto,2.4,1.0,Negocios y Finanzas,Paid,2017-06-27,2017
CPA 10 COMPLETO,25.0,101,25,18,Principiante,0.1,5.0,Negocios y Finanzas,Paid,2016-08-10,2016
Innovators and innovation: Travel through time!,50.0,101,0,31,Principiante,0.55,6.0,Negocios y Finanzas,Paid,2017-05-25,2017
Forex Trading : Power Of Moving Averages,200.0,100,24,33,Principiante,3.9000000000000004,4.0,Negocios y Finanzas,Paid,2017-01-02,2017
Corporation Tax Returns UK,50.0,100,23,25,Mixto,0.55,2.0,Negocios y Finanzas,Paid,2015-07-23,2015
Basics of Trading,40.0,99,17,27,Principiante,4.8,1.0,Negocios y Finanzas,Paid,2015-04-06,2015
Trading For Busy People,50.0,99,12,26,Mixto,4.8,3.0,Negocios y Finanzas,Paid,2015-07-06,2015
Introduction to the economics of public services regulation,80.0,98,35,69,Principiante,4.8,8.0,Negocios y Finanzas,Paid,2017-01-03,2017
Certificate in MYOB AccountRight Premier 2017 Course,200.0,97,18,29,Mixto,4.8,3.0,Negocios y Finanzas,Paid,2016-03-10,2016
The Psychology of Trading,20.0,95,3,20,Mixto,4.8,1.0,Negocios y Finanzas,Paid,2017-02-02,2017
Start Trading Stocks Using Technical Analysis! Part 2,95.0,94,11,25,Avanzado,4.8,2.0,Negocios y Finanzas,Paid,2017-05-23,2017
Stock Trading Essentials for Day Traders,100.0,94,15,9,Mixto,4.8,1.0,Negocios y Finanzas,Paid,2015-01-08,2015
Learn Stock Options: Options Made Simple 101,35.0,93,13,49,Mixto,4.8,5.0,Negocios y Finanzas,Paid,2016-08-17,2016
Trading Intradiario basado en Precio y Volumen,40.0,92,15,19,Mixto,4.8,1.5,Negocios y Finanzas,Paid,2015-02-18,2015
Professional Bookkeeping & Accounting 2 - Bank Daybook,35.0,91,6,36,Principiante,4.8,2.0,Negocios y Finanzas,Paid,2015-11-01,2015
Commodity Futures Day Trading Strategies,95.0,91,5,28,Mixto,4.8,5.0,Negocios y Finanzas,Paid,2015-08-28,2015
Gana en la Bolsa con Análisis Técnico,25.0,91,11,35,Principiante,4.8,8.5,Negocios y Finanzas,Paid,2014-01-29,2014
株式投資で本当のファンダメンタル分析ができるようになる,20.0,91,7,30,Mixto,4.8,2.0,Negocios y Finanzas,Paid,2016-06-21,2016
Intermediate Accounting 1: Easy. Fast. Simple!,200.0,90,12,35,Intermedio,4.8,2.5,Negocios y Finanzas,Paid,2016-12-29,2016
Numeracy skills in business and everyday life:Think and Deal,20.0,90,4,15,Principiante,4.0,0.6333333333,Negocios y Finanzas,Paid,2016-10-11,2016
Learn the Forex Naked Price Action Pogo Trade,60.0,89,4,10,Mixto,4.4,1.0,Negocios y Finanzas,Paid,2016-02-10,2016
Learn to Trade Forex - from Beginner to Professional,195.0,89,7,64,Mixto,4.75,12.5,Negocios y Finanzas,Paid,2017-04-06,2017
How To Earn Some Bitcoin Every Time You Use A Search Engine,20.0,89,23,10,Avanzado,1.85,1.0,Negocios y Finanzas,Paid,2016-07-09,2016
Financial Risk Manager (FRM) Certification: Level I,50.0,87,25,113,Principiante,0.5,24.0,Negocios y Finanzas,Paid,2013-10-26,2013
Financial Accounting Made Easy for All,20.0,87,22,86,Mixto,1.7000000000000002,4.0,Negocios y Finanzas,Paid,2015-09-01,2015
The Truths about (in)secure Retirement,200.0,86,6,32,Mixto,1.5,4.5,Negocios y Finanzas,Paid,2016-10-03,2016
Financial Risk Manager (FRM) Certification: Level II,50.0,86,7,87,Mixto,2.0,47.0,Negocios y Finanzas,Paid,2013-07-24,2013
Learn How to Profit In Forex With Market Rhythms,20.0,85,5,17,Principiante,4.75,1.5,Negocios y Finanzas,Paid,2014-08-02,2014
Beginner Financial Analysis: Invest Like Warren Buffett,50.0,83,4,19,Principiante,4.1,0.6833333333,Negocios y Finanzas,Paid,2014-03-10,2014
FX Commodity Chart Trading Patterns for Success,50.0,83,10,15,Mixto,2.05,2.5,Negocios y Finanzas,Paid,2015-07-19,2015
